period_id_mnth,item,sop_family,size,brand,color,line,linegroup,plant,quantity,cogs,revenue
2021-10-01,Item 07149,Popular Products,Extra Large,Pine Top,Yellow,A - 17 Ex Lrg Yellow,Ex. Lrg. Format Lines,Atlanta,87.0,2058.420,2940.600
2021-11-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,60.0,1119.600,1599.000
2021-05-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,362.0,6754.920,9647.300
2021-03-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,30.0,559.800,799.500
2021-08-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,60.0,1119.600,1599.000
2021-11-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,121.0,2257.860,3224.650
2021-06-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,496.0,9255.360,13218.400
2022-02-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,2912.0,54337.920,77604.800
2021-09-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,184.0,3433.440,4903.600
2021-06-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,399.0,7445.340,10633.350
2021-09-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,436.0,8135.760,11619.400
2022-02-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,181.0,3377.460,4823.650
2021-07-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,347.0,6475.020,9247.550
2021-09-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,90.0,1679.400,2398.500
2022-02-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,362.0,6754.920,9647.300
2021-05-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,90.0,1679.400,2398.500
2021-04-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,60.0,1119.600,1599.000
2021-11-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,107.0,1996.620,2851.550
2021-08-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,3660.0,68295.600,97539.000
2021-04-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,11205.7,209098.362,298631.905
2022-01-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,232.0,4329.120,6182.800
2021-02-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,6051.5,112920.990,161272.475
2022-03-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,352.0,6568.320,9380.800
2021-07-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,316.0,5896.560,8421.400
2021-04-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,4.0,74.640,106.600
2021-04-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,301.0,5616.660,8021.650
2021-07-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,7620.0,142189.200,203073.000
2021-12-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,121.0,2257.860,3224.650
2021-12-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,268.0,5000.880,7142.200
2021-03-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,251.0,4683.660,6689.150
2021-01-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,6561.83,122443.7478,174872.7695
2021-03-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,5204.0,97106.640,138686.600
2021-02-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,301.0,5616.660,8021.650
2021-04-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,411.0,7669.260,10953.150
2021-06-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,1.0,18.660,26.650
2021-09-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,583.0,10878.780,15536.950
2022-03-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,301.0,5616.660,8021.650
2021-11-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,5152.0,96136.320,137300.800
2021-10-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,6938.0,129463.080,184897.700
2021-05-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,286.0,5336.760,7621.900
2021-03-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,361.0,6736.260,9620.650
2021-11-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,120.0,2239.200,3198.000
2021-12-01,Item 10441,Popular Products,Small,Snowflake,Black,P - 4 Small Black,Small Format Lines,Phoenix,101.0,1286.740,1838.200
2022-03-01,Item 10441,Popular Products,Small,Snowflake,Black,P - 4 Small Black,Small Format Lines,Phoenix,26240.0,334297.600,477568.000
2022-01-01,Item 10441,Popular Products,Small,Snowflake,Black,P - 4 Small Black,Small Format Lines,Phoenix,20640.0,262953.600,375648.000
2021-05-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,4.0,74.640,106.600
2021-01-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,510.0,9516.600,13591.500
2021-01-01,Item 10441,Popular Products,Small,Snowflake,Black,P - 4 Small Black,Small Format Lines,Phoenix,7360.0,93766.400,133952.000
2022-01-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,181.0,3377.460,4823.650
2021-10-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,57.0,1063.620,1519.050
2021-10-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,316.0,5896.560,8421.400
2021-11-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,13.0,242.580,346.450
2021-07-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,120.0,2239.200,3198.000
2021-02-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,413.0,7706.580,11006.450
2022-01-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,30.0,559.800,799.500
2021-10-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,173.0,3228.180,4610.450
2021-08-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,356.0,6642.960,9487.400
2021-12-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,58.0,1082.280,1545.700
2021-01-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,301.0,5616.660,8021.650
2021-09-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,878.0,16383.480,23398.700
2022-01-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,434.0,8098.440,11566.100
2021-02-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,120.0,2239.200,3198.000
2021-05-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,9615.67,179428.4022,256257.6055
2022-03-01,Item 01117,Popular Products,Medium,Private Label,Red,P - 6 Medium Red,Medium Format Lines,Phoenix,2567.0,47900.220,68410.550
2022-01-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,136.0,2970.240,4243.200
2021-05-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,3271.0,71438.640,102055.200
2021-11-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,417.0,9107.280,13010.400
2022-02-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,3537.0,77248.080,110354.400
2021-07-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,518.08,11314.8672,16164.0960
2021-09-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,1638.0,35773.920,51105.600
2021-08-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,2149.0,46934.160,67048.800
2021-03-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,3543.0,77379.120,110541.600
2021-01-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,258.0,5634.720,8049.600
2021-10-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,1383.0,30204.720,43149.600
2021-10-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,453.08,9895.2672,14136.0960
2021-08-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,424.08,9261.9072,13231.2960
2021-09-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,69.0,1506.960,2152.800
2021-08-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,68.0,1485.120,2121.600
2021-12-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,569.0,12426.960,17752.800
2022-01-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,573.0,12514.320,17877.600
2021-05-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,533.08,11642.4672,16632.0960
2021-06-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,651.08,14219.5872,20313.6960
2022-03-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,596.0,13016.640,18595.200
2021-08-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,204.0,4455.360,6364.800
2022-02-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,451.0,9849.840,14071.200
2021-01-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,995.08,21732.5472,31046.4960
2021-07-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,2217.0,48419.280,69170.400
2022-03-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,3163.0,69079.920,98685.600
2021-02-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,3815.0,83319.600,119028.000
2021-04-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,3339.0,72923.760,104176.800
2021-09-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,68.0,1485.120,2121.600
2021-09-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,432.08,9436.6272,13480.8960
2021-12-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,362.0,7906.080,11294.400
2021-10-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,34.0,742.560,1060.800
2021-06-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,68.0,1485.120,2121.600
2021-06-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,2625.0,57330.000,81900.000
2021-07-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,204.0,4455.360,6364.800
2021-04-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,683.08,14918.4672,21312.0960
2021-03-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,922.08,20138.2272,28768.8960
2021-11-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,940.92,20549.6928,29356.7040
2021-02-01,Item 09974,Popular Products,Large,Private Label,Yellow,A - 12 Large Yellow,Large Format Lines,Atlanta,808.08,17648.4672,25212.0960
2022-03-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,3938.0,93173.080,133104.400
2022-02-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,7520.0,164236.800,234624.000
2021-05-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,181.67,4298.3122,6140.4460
2021-12-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,25283.0,552180.720,788829.600
2021-05-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,11680.0,255091.200,364416.000
2021-11-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,3040.0,66393.600,94848.000
2021-05-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,45612.0,996166.080,1423094.400
2021-05-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,412.0,7687.920,10979.800
2022-01-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,68.0,1268.880,1812.200
2022-03-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,365.0,6810.900,9727.250
2021-12-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,246.0,4590.360,6555.900
2021-10-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,68.0,1268.880,1812.200
2021-12-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,1759.0,32822.940,46877.350
2021-06-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,3769.0,70329.540,100443.850
2021-03-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,500.0,9330.000,13325.000
2021-06-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,170.0,3172.200,4530.500
2022-02-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,153.0,2854.980,4077.450
2021-04-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,340.0,6344.400,9061.000
2022-02-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,53640.0,1171497.600,1673568.000
2021-04-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,0.08,1.8928,2.7040
2021-10-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,9285.0,219683.100,313833.000
2022-02-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,4958.0,117306.280,167580.400
2022-02-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,698.0,16514.680,23592.400
2021-04-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,96.0,2096.640,2995.200
2022-03-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,19898.0,434572.320,620817.600
2021-02-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,16357.0,357236.880,510338.400
2021-10-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,1560.0,36909.600,52728.000
2021-02-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,320.0,6988.800,9984.000
2021-08-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,30694.0,670356.960,957652.800
2022-03-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,600.0,14196.000,20280.000
2022-01-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,3398.0,80396.680,114852.400
2021-09-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,2080.0,45427.200,64896.000
2022-03-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,4.0,87.360,124.800
2021-02-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,8800.0,192192.000,274560.000
2021-12-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,17014.0,402551.240,575073.200
2021-11-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,1.0,23.660,33.800
2021-07-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,396.0,8648.640,12355.200
2022-01-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,8.0,189.280,270.400
2022-01-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,26426.5,625250.990,893215.700
2021-12-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,20066.0,474761.560,678230.800
2022-01-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,16534.0,361102.560,515860.800
2021-04-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,182.0,4306.120,6151.600
2021-07-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,1.92,45.4272,64.8960
2021-03-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,2400.0,52416.000,74880.000
2021-03-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,204.0,3806.640,5436.600
2021-05-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,255.0,4758.300,6795.750
2021-07-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,136.0,2537.760,3624.400
2022-02-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,408.0,7613.280,10873.200
2021-10-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,272.0,5075.520,7248.800
2021-07-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,8.0,149.280,213.200
2021-08-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,136.0,2537.760,3624.400
2021-12-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,510.0,9516.600,13591.500
2021-10-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,127.0,2369.820,3384.550
2021-11-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,378.0,8943.480,12776.400
2021-08-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,10950.3,259084.098,370120.140
2022-03-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,51460.0,1123886.400,1605552.000
2021-06-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,15526.0,339087.840,484411.200
2021-05-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,62229.0,1359081.360,1941544.800
2021-12-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,6638.25,157060.9950,224372.8500
2022-03-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,501.0,11853.660,16933.800
2021-03-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,9040.0,197433.600,282048.000
2021-04-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,32908.0,718710.720,1026729.600
2021-08-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,1347.0,25135.020,35897.550
2021-09-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,170.0,3172.200,4530.500
2021-08-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,170.0,3172.200,4530.500
2022-02-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,2702.0,50419.320,72008.300
2021-11-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,216.0,4030.560,5756.400
2021-07-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,136.0,2537.760,3624.400
2022-03-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,1784.0,33289.440,47543.600
2022-02-01,Item 11671,Popular Products,Medium,Pine Top,Yellow,P - 7 Medium Yellow,Medium Format Lines,Phoenix,17.0,317.220,453.050
2021-05-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,12.0,262.080,374.400
2021-06-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,15840.0,345945.600,494208.000
2021-10-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,867.0,20513.220,29304.600
2021-06-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,240.0,5241.600,7488.000
2021-06-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,35929.0,850080.140,1214400.200
2021-03-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,7616.0,166333.440,237619.200
2021-10-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,21280.0,464755.200,663936.000
2021-09-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,10810.0,236090.400,337272.000
2021-11-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,480.0,11356.800,16224.000
2022-03-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,3000.0,70980.000,101400.000
2021-05-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,240.0,5241.600,7488.000
2022-03-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,120.0,2839.200,4056.000
2021-01-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,24765.0,540867.600,772668.000
2021-12-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,5600.0,122304.000,174720.000
2021-05-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,11017.0,240611.280,343730.400
2021-04-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,96.0,2096.640,2995.200
2021-08-01,Item 07111,Popular Products,Extra Large,Pine Top,White,A - 20 Ex Lrg White,Ex. Lrg. Format Lines,Atlanta,300.0,7098.000,10140.000
2022-01-01,Item 03843,Popular Products,Large,Snowflake,Black,A - 14 Large Black,Large Format Lines,Atlanta,6560.0,143270.400,204672.000
